-0.5283,-0.2334,-0.8991,-0.0872,-0.0672,-0.0155,0.0022
-0.5271,-0.2322,-0.8971,-0.0870,-0.0671,-0.0156,0.0020
-0.5256,-0.2304,-0.8942,-0.0863,-0.0668,-0.0154,0.0022
-0.5228,-0.2285,-0.8898,-0.0858,-0.0662,-0.0154,0.0020
-0.5198,-0.2261,-0.8843,-0.0849,-0.0661,-0.0152,0.0021
-0.5156,-0.2234,-0.8772,-0.0836,-0.0654,-0.0148,0.0020
-0.5109,-0.2201,-0.8687,-0.0826,-0.0649,-0.0147,0.0022
-0.5054,-0.2178,-0.8595,-0.0806,-0.0642,-0.0140,0.0021
-0.4993,-0.2128,-0.8488,-0.0794,-0.0632,-0.0140,0.0020
-0.4922,-0.2090,-0.8367,-0.0776,-0.0623,-0.0136,0.0020
-0.4845,-0.2051,-0.8235,-0.0758,-0.0613,-0.0132,0.0019
-0.4763,-0.2000,-0.8091,-0.0741,-0.0602,-0.0130,0.0020
-0.4669,-0.1945,-0.7932,-0.0719,-0.0588,-0.0126,0.0018
-0.4572,-0.1892,-0.7756,-0.0700,-0.0581,-0.0121,0.0023
-0.4465,-0.1836,-0.7578,-0.0676,-0.0563,-0.0118,0.0019
-0.4350,-0.1782,-0.7385,-0.0648,-0.0545,-0.0111,0.0016
-0.4232,-0.1715,-0.7180,-0.0631,-0.0531,-0.0110,0.0017
-0.4109,-0.1657,-0.6965,-0.0602,-0.0517,-0.0103,0.0019
-0.3977,-0.1596,-0.6741,-0.0576,-0.0499,-0.0099,0.0016
-0.3836,-0.1529,-0.6502,-0.0551,-0.0480,-0.0094,0.0015
-0.3692,-0.1467,-0.6256,-0.0524,-0.0461,-0.0088,0.0014
-0.3544,-0.1387,-0.6000,-0.0497,-0.0443,-0.0084,0.0015
-0.3388,-0.1322,-0.5734,-0.0469,-0.0423,-0.0078,0.0014
-0.3229,-0.1248,-0.5461,-0.0446,-0.0404,-0.0075,0.0014
-0.3059,-0.1180,-0.5176,-0.0413,-0.0380,-0.0069,0.0012
-0.2888,-0.1115,-0.4884,-0.0387,-0.0359,-0.0063,0.0011
-0.2715,-0.1027,-0.4586,-0.0358,-0.0338,-0.0059,0.0012
-0.2533,-0.0970,-0.4280,-0.0329,-0.0315,-0.0053,0.0010
-0.2351,-0.0877,-0.3970,-0.0306,-0.0291,-0.0051,0.0010
-0.2159,-0.0806,-0.3647,-0.0280,-0.0267,-0.0047,0.0009
-0.1966,-0.0749,-0.3322,-0.0251,-0.0243,-0.0039,0.0007
-0.1771,-0.0655,-0.2990,-0.0223,-0.0218,-0.0037,0.0006
-0.1572,-0.0582,-0.2655,-0.0198,-0.0193,-0.0033,0.0006
-0.1373,-0.0512,-0.2316,-0.0169,-0.0170,-0.0027,0.0006
-0.1167,-0.0437,-0.1970,-0.0145,-0.0144,-0.0023,0.0005
-0.0962,-0.0364,-0.1625,-0.0117,-0.0118,-0.0019,0.0003
-0.0754,-0.0285,-0.1275,-0.0092,-0.0092,-0.0015,0.0002
-0.0546,-0.0208,-0.0922,-0.0068,-0.0067,-0.0011,0.0002
-0.0337,-0.0131,-0.0568,-0.0041,-0.0042,-0.0007,0.0001
-0.0127,-0.0054,-0.0214,-0.0016,-0.0016,-0.0003,0.0000
0.0084,0.0025,0.0140,0.0009,0.0010,0.0001,-0.0000
0.0294,0.0104,0.0495,0.0034,0.0036,0.0005,-0.0001
0.0504,0.0181,0.0848,0.0059,0.0062,0.0009,-0.0002
0.0712,0.0259,0.1200,0.0085,0.0087,0.0013,-0.0003
0.0920,0.0337,0.1551,0.0110,0.0113,0.0017,-0.0003
0.1127,0.0414,0.1899,0.0135,0.0138,0.0021,-0.0004
0.1332,0.0489,0.2244,0.0160,0.0164,0.0025,-0.0005
0.1534,0.0566,0.2586,0.0184,0.0188,0.0029,-0.0006
0.1734,0.0640,0.2923,0.0209,0.0213,0.0033,-0.0007
0.1932,0.0716,0.3256,0.0232,0.0237,0.0036,-0.0007
0.2127,0.0790,0.3585,0.0257,0.0262,0.0040,-0.0008
0.2318,0.0862,0.3908,0.0280,0.0285,0.0044,-0.0009
0.2507,0.0932,0.4227,0.0304,0.0308,0.0048,-0.0009
0.2690,0.1001,0.4537,0.0327,0.0331,0.0052,-0.0010
0.2870,0.1070,0.4840,0.0349,0.0353,0.0055,-0.0011
0.3046,0.1137,0.5136,0.0371,0.0375,0.0059,-0.0012
0.3217,0.1202,0.5426,0.0394,0.0396,0.0062,-0.0012
0.3383,0.1265,0.5706,0.0414,0.0416,0.0065,-0.0013
0.3545,0.1328,0.5978,0.0435,0.0437,0.0069,-0.0014
0.3700,0.1389,0.6241,0.0455,0.0456,0.0072,-0.0014
0.3851,0.1445,0.6495,0.0474,0.0475,0.0075,-0.0015
